parents	labels	shortname	shortname_rus	name_rus	history_from	history_till	trace_color	wiki_page
exchange_bond	RU000A100238	MTS 001P-07	МТС 1P-07	Мобильные ТелеСистемы 001P-07	2019-01-29			
exchange_bond	RU000A100253	Gazprombank BO 002P-04	ГПБ002P-04	ГПБ (АО) БО 002P-04	2019-01-30			
exchange_bond	RU000A100261	Gazprombank BO 002P-05	ГПБ002P-05	ГПБ (АО) БО 002P-05	2019-01-30			
exchange_bond	RU000A100295	Sberbank IOS 001P-55R	СберИОС55	Сбербанк ПАО ИОС 001P-55R	2019-01-31			
exchange_bond	RU000A1002C2	RZD BO 001P-12R	РЖД 1Р-12R	РЖД ОАО БО 001Р-12R	2019-02-01			
exchange_bond	RU000A1002E8	Bank GPB (JSC) 001P-05P	ГПБ 1P-05P	ГПБ (АО) БО 001Р-05Р	2019-01-31			
exchange_bond	RU000A1002G3	VEB.RF 1P-K123	ВЭБ1P-K123	ВЭБ.РФ ПБО-001Р-K123	2019-02-07			
exchange_bond	RU000A1002H1	VEB.RF 1P-K124	ВЭБ1P-K124	ВЭБ.РФ ПБО-001Р-K124	2019-02-20			
exchange_bond	RU000A1002L3	X5 FINANSE 001P-04	ИКС5Фин1P4	ИКС 5 ФИНАНС 001P-04	2019-02-04			
exchange_bond	RU000A1002P4	MegaFon BO-001P-05	Мегафон1P5	МегаФон ПАО БО-001P-05	2019-02-04			
exchange_bond	RU000A1002U4	Magnit BO-003P-01	Магнит3Р01	Магнит ПАО БО-003Р-01	2019-02-05			
exchange_bond	RU000A100303	Naftatrans plus LLC BO-01	НафттрнБО1	Нафтатранс плюс ООО БО-01	2019-02-06			
exchange_bond	RU000A1003A4	STLC BO 001P-13	ГТЛК 1P-13	ГТЛК БО 001P-13	2019-02-08			
exchange_bond	RU000A1003C0	KAMAZ PTC BO-P01	КАМАЗ БОП1	КАМАЗ ПАО БО-П01	2019-02-08			
exchange_bond	RU000A1003E6	APRI Fly Planning BO-P01	АПРИФП БП1	АПРИ Флай Плэнинг АО БО-П01	2019-02-12			
exchange_bond	RU000A1003G1	Sberbank IOS 001P-57R	СберИОС57	Сбербанк ПАО ИОС 001P-57R	2019-02-11			
exchange_bond	RU000A1003H9	Sberbank IOS 001P-58R	СберИОС58	Сбербанк ПАО ИОС 001P-58R	2019-02-11			
exchange_bond	RU000A1003L1	Volkswagen Bank RUS BO 001P-03	ФолксвБ1P3	Фольксваген Банк РУС БО 1P-03	2019-02-13			
exchange_bond	RU000A1003N7	IC Freedom Finance LLC BO-01	ФридФинБО1	ИК Фридом Финанс ООО БО-01	2019-02-14			
exchange_bond	RU000A1003Q0	RN Bank BO-001P-04	РН БАНК1Р4	РН БАНК АО БО-001Р-04	2019-02-14			
exchange_bond	RU000A1003R8	Gazprombank BO 001P-06P	ГПБ 1P-06P	ГПБ (АО) БО 001Р-06Р	2019-02-14			
exchange_bond	RU000A1003W8	VEB.RF PBO-001P-14	ВЭБ 1P-14	ВЭБ.РФ ПБО-001Р-14	2019-02-15			
exchange_bond	RU000A100436	AO Toyota Bank BO-001P-02	ТойотаБ1P2	Тойота Банк АО БО-001P-02	2019-02-19			
exchange_bond	RU000A100444	Sberbank IOS 001P-60R	СберИОС60	Сбербанк ПАО ИОС 001P-60R	2019-02-19			
exchange_bond	RU000A100451	Sberbank IOS 001P-61R	СберИОС61	Сбербанк ПАО ИОС 001P-61R	2019-02-19			
exchange_bond	RU000A1004A2	New forwarding company PBO-02	НПК ПБО-02	НПК АО ПБО-02	2019-02-21			
exchange_bond	RU000A1004G9	Magnit BO-003P-02	Магнит3Р02	Магнит ПАО БО-003Р-02	2019-02-26			
exchange_bond	RU000A1004H7	Sberbank IOS 001P-65R	СберБ Б65R	Сбербанк ПАО ИОС 001P-65R	2019-02-25			
exchange_bond	RU000A1004K1	Europlan BO-05	ЕвропланБ5	ПАО ЛК Европлан БО-05	2019-02-27			
exchange_bond	RU000A1004L9	Pravourmiyskoe BO-01	ПравоурмБ1	Правоурмийское ООО БО-01	2019-02-27			
exchange_bond	RU000A1004M7	Sberbank IOS 001P-59R	СберИОС59	Сбербанк ПАО ИОС 001P-59R	2019-02-26			
exchange_bond	RU000A1004N5	Sberbank IOS 001P-64R	СберИОС64	Сбербанк ПАО ИОС 001P-64R	2019-02-26			
exchange_bond	RU000A1004P0	Sberbank IOS 001P-63R	СберИОС63	Сбербанк ПАО ИОС 001P-63R	2019-02-26			
exchange_bond	RU000A1004R6	Lombard Master BO-P04	ЛомМасБОП4	Ломбард Мастер БО-П04	2019-02-27			
exchange_bond	RU000A1004S4	RESO-LEASING BO-P-02	РЕСОЛизБП2	РЕСО-Лизинг ООО БО-П-02	2019-02-28			
exchange_bond	RU000A1004U0	VEB.RF PBO-001P-15	ВЭБ 1P-15	ВЭБ.РФ ПБО-001Р-15	2019-02-28			
exchange_bond	RU000A1004W6	DOM.RF 001P-05R	ДОМ 1P-5R	ДОМ.РФ АО 001Р-05R	2019-03-01			
exchange_bond	RU000A1004X4	Eurasian Develop Bank 1P-03	ЕАБР 1Р-03	ЕАБР БО 001Р-03	2019-03-12			
exchange_bond	RU000A1004Z9	NMCP LLC BO-P01	НЗРМ БО-П1	НЗРМ ООО БО-П01	2019-03-01			
exchange_bond	RU000A100535	Balti-GRAND BO-P01	БЭЛТИ БОП1	БЭЛТИ-ГРАНД ООО БО-П01	2019-03-05			
exchange_bond	RU000A100543	Gazprombank BO 002P-06	ГПБ002P-06	ГПБ (АО) БО 002P-06	2019-03-04			
exchange_bond	RU000A100550	Gazprombank BO 002P-07	ГПБ002P-07	ГПБ (АО) БО 002P-07	2019-03-04			
exchange_bond	RU000A100576	Sberbank IOS 001P-62R	СберИОС62	Сбербанк ПАО ИОС 001P-62R	2019-03-05			
exchange_bond	RU000A100584	Investtorgstroy BO-02	ИнвтстрБО2	Инвестторгстрой ООО БО-02	2019-03-06			
exchange_bond	RU000A1005E1	Bank ZENIT PJSC BO-001P-03	ЗЕНИТБО1Р3	Банк ЗЕНИТ ПАО БО-001Р-03	2019-03-11			
exchange_bond	RU000A1005H4	MIPC JSC BO 001P-01	МОЭК БО1P1	МОЭК ПАО БО 001Р-01	2019-03-06			
exchange_bond	RU000A1005K8	Sberbank IOS 001P-66R	СберИОС66	Сбербанк ПАО ИОС 001P-66R	2019-03-11			
