parents	labels	shortname	shortname_rus	name_rus	history_from	history_till	trace_color	wiki_page
corporate_bond	XS2381361646	BCS SP Plc Series 208	BCS0924-3	BCS SP Plc Series 208	2021-09-01			
corporate_bond	XS2384174228	SUEK Securities DAC 150926	SUEK-26	SUEK Securities DAC 150926	2021-11-11			
corporate_bond	XS2384475930	CBOM Finance P.L.C. 3.875 210	CBOM-26	CBOM Finance P.L.C. 3.875 210	2021-09-29			
corporate_bond	XS2387703866	TCS Finance DAC UNDT	TCS-perp2	TCS Finance DAC UNDT	2021-12-30			
corporate_bond	XS2388458403	BCS SP Plc Series 215	BCS1226-2	BCS SP Plc Series 215	2021-09-24			
corporate_bond	XS2392969395	CBOM Finance P.L.C. 7.625 UNDT	CBOM Finan	CBOM Finance P.L.C. 7.625 UNDT	2021-11-25			
corporate_bond	XS2393505008	MMC Finance DAC 2.8 271026	GMKN-26	MMC Finance DAC 2.8 271026	2023-08-08			
corporate_bond	XS2393688598	SovCom Capital UNTD	SCB-UNTD	SovCom Capital UNTD	2021-12-09			
corporate_bond	XS2396900685	Polyus Finance Plc 141028	PGIL-28	Polyus Finance Plc 141028	2023-08-03			
corporate_bond	XS2400040973	Metalloinvest Finance 221028	MI-28	Metalloinvest Finance 221028	2021-11-18			
corporate_bond	XS2401571448	Lukoil Capital DAC 260427	LUK-27	Lukoil Capital DAC 260427	2022-12-16			
corporate_bond	XS2401571521	Lukoil Capital DAC 261031	LUK-31	Lukoil Capital DAC 261031	2022-11-16			
corporate_bond	XS2401850834	BCS SP Plc Series 220	BCS0522	BCS SP Plc Series 220	2021-10-27			
corporate_bond	XS2406000138	BCS SP Plc Series 224	BCS0325-2	BCS SP Plc Series 224	2021-11-16			
corporate_bond	XS2415466676	BCS SP Plc Series 229	BCS1124-8	BCS SP Plc Series 229	2021-12-27			
corporate_bond	XS2417535650	BCS SP Plc Series 234	BCS0625-A	BCS SP Plc Series 234	2021-12-17			
corporate_bond	XS2420560869	BCS SP Plc Series 239	BCS0125	BCS SP Plc Series 239	2021-12-20			
corporate_bond	XS2446844321	BCS SP Plc Series 245	BCS0625-C	BCS SP Plc Series 245	2022-02-28			
euro_bond	XS0504954180	RUS-15	RUS-15	ГОВОЗ РФ 12840045V (XS)	2010-04-29			
euro_bond	XS0767469827	RUS-17	RUS-17	ГОВОЗ РФ 12840059V (XS)	2012-04-04			
exchange_bond	RU000A0JQ995	Lukoil NK BO-2	Лукойл БО2	Лукойл НК (ОАО) обл.сер. БО-2	2009-08-10			
exchange_bond	RU000A0JQ9A1	Lukoil NK BO-1	Лукойл БО1	Лукойл НК (ОАО) обл.сер. БО-1	2009-08-10			
exchange_bond	RU000A0JQ9B9	Lukoil NK BO-3	Лукойл БО3	Лукойл НК (ОАО) обл.сер. БО-3	2009-08-10			
exchange_bond	RU000A0JQ9C7	Lukoil NK BO-4	Лукойл БО4	Лукойл НК (ОАО) обл.сер. БО-4	2009-08-10			
exchange_bond	RU000A0JQ9D5	Lukoil NK BO-5	Лукойл БО5	Лукойл НК (ОАО) обл.сер. БО-5	2009-08-10			
exchange_bond	RU000A0JQCC3	Severstal BO-01	СевСт-БО1	Северсталь (ОАО) БО-01	2009-09-22			
exchange_bond	RU000A0JQFN3	Tenzor-Finance BO-1	ТензорФБО1	Тензор-Финанс (ООО) обл.БО-1	2009-10-20			
exchange_bond	RU000A0JQH93	NLMK BO-05	НЛМК БО-5	НЛМК (ОАО) обл. сер. БО-05	2009-11-03			
exchange_bond	RU000A0JQHA6	NLMK BO-01	НЛМК БО-1	НЛМК (ОАО) обл. сер. БО-01	2009-12-08			
exchange_bond	RU000A0JQHB4	NLMK BO-06	НЛМК БО-6	НЛМК (ОАО) обл. сер. БО-06	2010-03-10			
exchange_bond	RU000A0JQJG9	Mechel BO-01	Мечел БО-1	Мечел (ОАО) БО-01	2009-11-13			
exchange_bond	RU000A0JQJV8	MMK BO-01	ММК БО-1	ММК ОАО БО-01	2009-11-19			
exchange_bond	RU000A0JQLG5	MDM Bank BO-01	МДМ БО-1	МДМ Банк (ОАО) БО-01	2009-12-03			
exchange_bond	RU000A0JQLW2	CHTPZ BO-01	ЧТПЗ БО-01	ОАО ЧТПЗ БО-01	2009-12-08			
exchange_bond	RU000A0JQM62	RZhD BO-01	РЖД БО-01	Российские ЖД ОАО БО-01	2009-12-09			
exchange_bond	RU000A0JQN38	Lukoil NK BO-6	Лукойл БО6	Лукойл НК (ОАО) обл.сер. БО-6	2009-12-17			
exchange_bond	RU000A0JQN46	Lukoil NK BO-7	Лукойл БО7	Лукойл НК (ОАО) обл.сер. БО-7	2009-12-17			
exchange_bond	RU000A0JQSJ4	Globeksbank BO 01	ГлобэксБО1	ЗАО ГЛОБЭКСБАНК об.БО-1	2010-02-16			
exchange_bond	RU000A0JQSK2	Severstal BO-04	СевСт-БО4	Северсталь (ОАО) БО-04	2010-02-24			
exchange_bond	RU000A0JQSL0	Severstal BO-02	СевСт-БО2	Северсталь (ОАО) БО-02	2010-02-24			
exchange_bond	RU000A0JQSZ0	Vostochniy Express Bank BO-01	ВостЭксБО1	Вост.ЭкспрессБанк ОАО об.БО-01	2010-03-11			
exchange_bond	RU000A0JQT65	Mechel BO-02	Мечел БО-2	Мечел (ОАО) БО-02	2010-03-16			
exchange_bond	RU000A0JQT99	Bank VTB BO-01	ВТБ БО-01	Банк ВТБ (ОАО) БО-01	2010-03-19			
exchange_bond	RU000A0JQTA1	Bank VTB BO-02	ВТБ БО-02	Банк ВТБ (ОАО) БО-02	2010-03-19			
exchange_bond	RU000A0JQTB9	Bank VTB BO-05	ВТБ БО-05	Банк ВТБ (ОАО) БО-05	2010-03-19			
exchange_bond	RU000A0JQTT1	UTair-Finans BO-01	ЮТэйрФБО-1	ООО ЮТэйр-Финанс БО-01	2010-03-30			
exchange_bond	RU000A0JQTU9	UTair-Finans BO-02	ЮТэйрФБО-2	ООО ЮТэйр-Финанс БО-02	2010-03-30			
exchange_bond	RU000A0JQTW5	Zenit BO-01	Зенит БО-1	Банк Зенит (ОАО) БО-01	2010-04-07			
exchange_bond	RU000A0JQU05	MMK BO-05	ММК БО-5	ММК ОАО БО-05	2010-04-08			
exchange_bond	RU000A0JQU54	Sankt-Peterburg-BO-01	СПб-Б БО-1	Банк Санкт-Петербург ОАО БО-01	2010-04-13			
exchange_bond	RU000A0JQU88	Aeroflot BO-01	Аэрофл БО1	Аэрофлот-росс.авиалин.ОАО БО-1	2010-04-12			
exchange_bond	RU000A0JQU96	Aeroflot BO-02	Аэрофл БО2	Аэрофлот-росс.авиалин.ОАО БО-2	2010-04-12			
exchange_bond	RU000A0JQUB7	Gazprom neft BO-05	ГазпрнфБО5	Газпром нефть ОАО БО-05	2010-04-13			
exchange_bond	RU000A0JQUC5	Gazprom neft BO-06	ГазпрнфБО6	Газпром нефть ОАО БО-06	2010-04-13			
exchange_bond	RU000A0JQUW3	Sollers BO-02	СоллерсБО2	СОЛЛЕРС (ОАО) БО-02	2010-05-06			
exchange_bond	RU000A0JQV04	Pervobank BO-01	ПервБ БО-1	Первобанк (ОАО) БО-01	2010-04-29			
exchange_bond	RU000A0JQV20	Mechel BO-03	Мечел БО-3	Мечел (ОАО) БО-03	2010-04-29			
exchange_bond	RU000A0JQW03	LenSpecSMU BO 02	ЛенССМУБО2	ЗАО ССМО ЛенСпецСМУ БО-02	2010-05-28			
exchange_bond	RU000A0JQWL2	AKB SKB BO-04	СКБбанкБО4	ОАО СКБ-банк обл. БО-04	2010-06-10			
exchange_bond	RU000A0JQWT5	TVZ BO-01	ТВЗ БО-01	Тверской ВЗ (ОАО) БО-01 об.	2010-06-17			
exchange_bond	RU000A0JQWY5	Enel OGK-5 BO-15	ОГК-5 БО15	Энел ОГК-5 ОАО обл. БО-15	2010-06-23			
exchange_bond	RU000A0JQWZ2	CITRONIKS BO-01	СИТРОН.БО1	СИТРОНИКС ОАО обл. БО-01	2010-06-23			
exchange_bond	RU000A0JQX69	Rosbank BO-1	РосбанкБО1	АКБ РОСБАНК ОАО обл.БО-1	2010-06-28			
exchange_bond	RU000A0JQXB1	NOVATEK OAO BO-01	НоватэкБО1	НОВАТЭК ОАО БО-01	2010-06-30			
exchange_bond	RU000A0JQXD7	LSR BO-01	ЛСР БО-1	Группа ЛСР ОАО БО-01	2010-06-30			
exchange_bond	RU000A0JQXH8	WBD PP BO-06	ВБД ПП БО6	ВБД ПП ОАО БО-06	2010-07-02			
exchange_bond	RU000A0JQXJ4	WBD PP BO-07	ВБД ПП БО7	ВБД ПП ОАО БО-07	2010-07-02			
exchange_bond	RU000A0JQXL0	FinansBiznesGrupp BO-01	ФинБГ БО-1	ФинансБизнесГрупп ООО БО-01	2010-07-06			
exchange_bond	RU000A0JQXU1	Rosbank BO-2	РосбанкБО2	АКБ РОСБАНК ОАО обл.БО-2	2010-07-09			
exchange_bond	RU000A0JQYB9	Globeksbank BO 02	ГлобэксБО2	ЗАО ГЛОБЭКСБАНК об.БО-2	2010-07-23			
exchange_bond	RU000A0JQYL8	KOPEYKA BO-01	КопейкаБО1	ОАО ТД КОПЕЙКА обл. БО-01	2010-07-28			
exchange_bond	RU000A0JQYY1	NorNickel BO-03	НорНик БО3	ГМК Нор.Никель ОАО об БО-03	2010-08-04			
exchange_bond	RU000A0JQZ83	RTK-LIZING BO-01	РТК-ЛизБО1	РТК-ЛИЗИНГ ОАО обл. БО-1	2010-08-11			
exchange_bond	RU000A0JQZD2	TransFin-M BO-01	ТрансФБО-1	ТрансФин-М ООО БО-01	2010-08-18			
exchange_bond	RU000A0JQZF7	TransFin-M BO-03	ТрансФБО-3	ТрансФин-М ООО БО-03	2010-08-18			
exchange_bond	RU000A0JQZR2	MedvedFinance BO-01	МедведьБО1	Медведь-Финанс ООО БО-01	2010-08-23			
exchange_bond	RU000A0JR084	Rosselhozbank BO-05	РосселхБО5	Россельхозбанк (ОАО) БО-05	2010-09-02			
exchange_bond	RU000A0JR0D3	Rosselhozbank BO-01	РосселхБО1	Россельхозбанк (ОАО) БО-01	2010-09-02			
exchange_bond	RU000A0JR0F8	Yakytskenergo BO-01	ЯкутскэБО1	Якутскэнерго ОАО  БО-01	2010-09-08			
exchange_bond	RU000A0JR0Z6	IRKUT BO-01	ИРКУТ БО-1	Корпорация ИРКУТ БО-01	2010-09-15			
exchange_bond	RU000A0JR118	Magnit BO-01	МагнитБО-1	Магнит ОАО БО-01	2010-09-14			
exchange_bond	RU000A0JR126	Magnit BO-02	МагнитБО-2	Магнит ОАО БО-02	2010-09-14			
exchange_bond	RU000A0JR142	Magnit BO-03	МагнитБО-3	Магнит ОАО БО-03	2010-09-14			
exchange_bond	RU000A0JR159	Magnit BO-04	МагнитБО-4	Магнит ОАО БО-04	2010-09-14			
exchange_bond	RU000A0JR175	TekhnoNIKOL-Finans BO-01	ТехНикФБО1	ТехноНИКОЛЬ-ФинансООО БО-01	2010-09-16			
exchange_bond	RU000A0JR1B5	LSR BO-02	ЛСР БО-2	Группа ЛСР ОАО БО-02	2010-09-15			
exchange_bond	RU000A0JR1F6	TGK-2 BO-01	ТГК-2 БО-1	ТГК-2 ОАО обл. БО-01	2010-09-29			
exchange_bond	RU000A0JR1K6	Zenit BO-02	Зенит БО-2	Банк Зенит (ОАО) БО-02	2010-09-23			
exchange_bond	RU000A0JR1L4	MMK BO-03	ММК БО-3	ММК ОАО БО-03	2010-09-24			
exchange_bond	RU000A0JR1M2	TekhnoNIKOL-Finans BO-02	ТехНикФБО2	ТехноНИКОЛЬ-ФинансООО БО-02	2010-09-24			
exchange_bond	RU000A0JR1P5	Sankt-Peterburg-BO-02	СПб-Б БО-2	Банк Санкт-Петербург ОАО БО-02	2010-09-28			
exchange_bond	RU000A0JR1Q3	TKS Bank BO-01	ТКСБанкБО1	ТКС Банк об. БО-01	2010-09-27			
exchange_bond	RU000A0JR1T7	Tatneft BO-01	ТатнфтБО-1	Татнефть обл. БО-01	2010-09-27			Татнефть
exchange_bond	RU000A0JR233	CITRONIKS BO-02	СИТРОН.БО2	СИТРОНИКС ОАО обл. БО-02	2010-10-12			
exchange_bond	RU000A0JR258	TekhnoNIKOL-Finans BO-03	ТехНикФБО3	ТехноНИКОЛЬ-ФинансООО БО-03	2010-09-30			
exchange_bond	RU000A0JR2D9	KOPEYKA BO-02	КопейкаБО2	ОАО ТД КОПЕЙКА обл. БО-02	2010-10-06			
exchange_bond	RU000A0JR2G2	Sinergy BO-01	СинергБО-1	Синергия ОАО БО-01	2010-10-08			
exchange_bond	RU000A0JR2U3	WBD PP BO-01	ВБД ПП БО1	ВБД ПП ОАО БО-01	2010-10-18			
exchange_bond	RU000A0JR2V1	WBD PP BO-02	ВБД ПП БО2	ВБД ПП ОАО БО-02	2010-10-18			
exchange_bond	RU000A0JR2W9	WBD PP BO-03	ВБД ПП БО3	ВБД ПП ОАО БО-03	2010-10-18			
exchange_bond	RU000A0JR2X7	WBD PP BO-08	ВБД ПП БО8	ВБД ПП ОАО БО-08	2010-10-18			
exchange_bond	RU000A0JR3D7	Vostochniy Express Bank BO-05	ВостЭксБО5	Вост.ЭкспрессБанк ОАО об.БО-05	2010-10-22			
exchange_bond	RU000A0JR3J4	TMK BO-01	ТМК БО-1	Трубная Мет.Комп. ОАО БО-01	2010-10-27			
exchange_bond	RU000A0JR3V9	Rosselhozbank BO-06	РосселхБО6	Россельхозбанк (ОАО) БО-06	2010-11-03			
exchange_bond	RU000A0JR3W7	Uralsib-Lizing BO-03	УрлсбЛКБО3	Лизинг.комп.УРАЛСИБ ООО БО-03	2010-11-03			
exchange_bond	RU000A0JR4C7	Cherkizovo Group BO-03	ЧеркизБО3	Группа Черкизово ОАО БО-03	2010-11-13			
exchange_bond	RU000A0JR4M6	VTB24 BO-01	ВТБ24 Б01	ВТБ 24 БО-01	2010-11-18			
exchange_bond	RU000A0JR522	Investtorgbank BO-1	ИнвТоргБО1	Инвестторгбанк АКБ(ОАО) БО-01	2010-11-26			
exchange_bond	RU000A0JR563	Reiffeisenbank BO-07	Райфб-БО7	Райффайзенбанк ЗАО обл. БО-07	2010-12-02			
exchange_bond	RU000A0JR597	Vneshprombank BO-01	ВнешпрБО-1	Внешпромбанк БО-01	2010-12-01			
exchange_bond	RU000A0JR5A8	TKS Bank BO-02	ТКСБанкБО2	ТКС Банк об. БО-02	2010-12-01			
exchange_bond	RU000A0JR5B6	TKS Bank BO-06	ТКСБанкБО6	ТКС Банк об. БО-06	2012-07-18			
exchange_bond	RU000A0JR5D2	AKB SKB BO-03	СКБбанкБО3	ОАО СКБ-банк обл. БО-03	2010-12-01			
exchange_bond	RU000A0JR5H3	TransFin-M BO-04	ТрансФБО-4	ТрансФин-М ОАО БО-04	2010-12-06			
exchange_bond	RU000A0JR5J9	TransFin-M BO-05	ТрансФБО-5	ТрансФин-М ОАО БО-05	2010-12-06			
exchange_bond	RU000A0JR5P6	Gazprombank BO-01	ГПБ БО-01	ГПБ (ОАО) БО-01	2010-12-09			
exchange_bond	RU000A0JR5Q4	Globeksbank BO 03	ГлобэксБО3	ЗАО ГЛОБЭКСБАНК об.БО-3	2010-12-09			
exchange_bond	RU000A0JR5S0	Globeksbank BO 05	ГлобэксБО5	ЗАО ГЛОБЭКСБАНК об.БО-5	2010-12-09			
exchange_bond	RU000A0JR5T8	Sankt-Peterburg-BO-04	СПб-Б БО-4	Банк Санкт-Петербург ОАО БО-04	2010-12-17			
exchange_bond	RU000A0JR670	KAMAZ BO-01	КАМАЗ БО-1	КАМАЗ ОАО БО-01	2010-12-21			
exchange_bond	RU000A0JR696	Kraiinvestbank BO-01	КрайИнвБО1	Крайинвестбанк ОАО БО-01	2011-04-20			
exchange_bond	RU000A0JR6G3	UTair-Finans BO-03	ЮТэйрФБО-3	ООО ЮТэйр-Финанс БО-03	2010-12-24			
exchange_bond	RU000A0JR6H1	MDM Bank BO-02	МДМ БО-2	МДМ Банк (ОАО) БО-02	2011-03-28			
exchange_bond	RU000A0JR6L3	Natsionalniy Kapital BO-01	НацКап Б01	Национальный капитал ОАО БО-01	2010-12-24			
exchange_bond	RU000A0JR6M1	Natsionalniy Kapital BO-02	НацКап Б02	Национальный капитал ОАО БО-02	2010-12-27			
exchange_bond	RU000A0JR6Q2	Grazhd.Samolety Sukhogo BO-01	ГСС БО-01	Гражд.Самол.Сухого ЗАО БО-01	2010-12-27			
exchange_bond	RU000A0JR6Z3	TatfondBank BO-01	ТатфондБО1	Татфондбанк (ОАО) БО-01	2011-01-11			
exchange_bond	RU000A0JR7H9	Transmashholding BO-01	ТрансмшБО1	Трансмашхолдинг ЗАО БО-01	2011-01-28			
exchange_bond	RU000A0JR7T4	NK Alians BO-01	АльянсБО1	НК Альянс ОАО БО-01	2011-02-09			
exchange_bond	RU000A0JR7U2	TransFin-M BO-02	ТрансФБО-2	ТрансФин-М ОАО БО-02	2011-04-27			
exchange_bond	RU000A0JR803	TransFin-M BO-06	ТрансФБО-6	ТрансФин-М ОАО БО-06	2011-03-10			
exchange_bond	RU000A0JR837	TransFin-M BO-07	ТрансФБО-7	ТрансФин-М ОАО БО-07	2011-05-31			
exchange_bond	RU000A0JR845	Promsvyazbank OAO BO-03	ПромсвбБО3	Промсвязьбанк ОАО БО-03	2011-02-09			
exchange_bond	RU000A0JR886	KAMAZ OAO BO-02	КАМАЗ БО-2	КАМАЗ ОАО БО-02	2011-02-09			
exchange_bond	RU000A0JR894	KB LOKO-Bank (ZAO) BO-01	ЛОКОБнкБО1	КБ ЛОКО-Банк (ЗАО) БО-01	2011-02-11			
exchange_bond	RU000A0JR8M7	Uralkaliy BO-01	УркалийБО1	Уралкалий ОАО БО-01	2011-03-03			
exchange_bond	RU000A0JR8R6	TKS Bank BO-03	ТКСБанкБО3	ТКС Банк об. БО-03	2011-02-24			
exchange_bond	RU000A0JR8T2	MKB BO-01	МКБ БО-01	МКБ ОАО БО-01	2011-02-24			
exchange_bond	RU000A0JR9A0	NOMOS BO-01	НОМОС БО1	НОМОС-БАНК(ОАО) БО-01	2011-02-25			
exchange_bond	RU000A0JR9J1	Sudostroitelniy bank BO-01	СудострБО1	СБ банк (ООО) БО-01	2011-03-04			
exchange_bond	RU000A0JR9L7	Uralsib-Lizing BO-01	УрлсбЛКБО1	Лизинг.комп.УРАЛСИБ ООО БО-01	2011-03-05			
exchange_bond	RU000A0JR9M5	MMK BO-04	ММК БО-4	ММК ОАО БО-04	2011-03-04			
exchange_bond	RU000A0JR9N3	Magnit BO-05	МагнитБО-5	Магнит ОАО БО-05	2011-03-05			
exchange_bond	RU000A0JRB31	LSR BO-04	ЛСР БО-4	Группа ЛСР ПАО БО-04	2013-04-11			
exchange_bond	RU000A0JRCC1	LSR BO-03	ЛСР БО-3	Группа ЛСР ОАО БО-03	2011-03-25			
exchange_bond	RU000A0JRDB1	UTair-Finans BO-04	ЮТэйрФБО-4	ООО ЮТэйр-Финанс БО-04	2011-03-31			
exchange_bond	RU000A0JRDC9	UTair-Finans BO-05	ЮТэйрФБО-5	ООО ЮТэйр-Финанс БО-05	2011-03-31			
exchange_bond	RU000A0JRED5	Irkutskenergo BO-01	ИркЭнерБО1	Иркутскэнерго ОАО БО-01	2011-04-13			
exchange_bond	RU000A0JREL8	AKB SKB BO-05	СКБбанкБО5	ОАО СКБ-банк обл. БО-05	2011-04-15			
exchange_bond	RU000A0JREP9	Pervobank BO-02	ПервБ БО-2	Первобанк (ОАО) БО-02	2011-04-15			
exchange_bond	RU000A0JRER5	MKB BO-04	МКБ БО-04	МКБ ОАО БО-04	2011-04-18			
exchange_bond	RU000A0JREV7	NFK BO-01	НФК БО-01	Нац. факторинг.комп. банк БО-1	2011-04-18			
exchange_bond	RU000A0JRF94	TatfondBank BO-02	ТатфондБО2	Татфондбанк (ОАО) БО-02	2011-04-22			
exchange_bond	RU000A0JRFA8	KOMOS GRUPP BO-01	КомосГрБО1	КОМОС ГРУПП ООО БО-01	2011-07-22			
exchange_bond	RU000A0JRFF7	Grazhd.Samolety Sukhogo BO-02	ГСС БО-02	Гражд.Самол.Сухого ЗАО БО-02	2011-04-27			
exchange_bond	RU000A0JRFH3	Grazhd.Samolety Sukhogo BO-03	ГСС БО-03	Гражд.Самол.Сухого ЗАО БО-03	2011-04-27			
exchange_bond	RU000A0JRFJ9	HKF Bank OOO BO-03	ХКФБанкБ03	ХКФ Банк ООО БО-03	2011-04-27			
exchange_bond	RU000A0JRFK7	HKF Bank OOO BO-01	ХКФБанкБ01	ХКФ Банк ООО БО-01	2011-04-27			
exchange_bond	RU000A0JRFQ4	Magnit BO-06	МагнитБО-6	Магнит ОАО БО-06	2011-04-27			
exchange_bond	RU000A0JRFR2	Credit Europe Bank (ZAO) BO-01	КрЕврБ-БО1	КРЕДИТ ЕВРОПА БАНК (ЗАО) БО-01	2011-04-28			
exchange_bond	RU000A0JRFS0	Gr. RAZGULAY BO-16	Разг.БО-16	Гр.РАЗГУЛЯЙ об.сер.БО-16	2011-05-17			
exchange_bond	RU000A0JRGA6	NS-finance (OOO) BO-01	НС-фин БО1	НС-финанс ООО БО-01	2011-05-10			
exchange_bond	RU000A0JRHD8	Zenit BO-06	Зенит БО-6	Банк Зенит (ОАО) БО-06	2011-05-27			
exchange_bond	RU000A0JRJ09	Koks BO-2	Кокс БО-2	Кокс ОАО обл. БО-2	2011-06-02			
exchange_bond	RU000A0JRK89	Centre Invest BO-01	ЦентрИнБО1	Центр-инвест ОАО об.с.БО-01	2011-06-22			
exchange_bond	RU000A0JRK97	Centre Invest BO-05	ЦентрИнБО5	Центр-инвест ОАО об.с.БО-05	2011-06-22			
exchange_bond	RU000A0JRKG5	MKB BO-05	МКБ БО-05	МКБ ОАО БО-05	2011-06-24			
exchange_bond	RU000A0JRKL5	Zapsibkombank BO-01	ЗапСиб БО1	Запсибкомбанк ОАО БО-01	2011-06-27			
exchange_bond	RU000A0JRKP6	KEDR BO-01	Кедр БО-01	Кедр КБ ОАО БО-01	2011-06-29			
exchange_bond	RU000A0JRKU6	Natsionalniy Kapital BO-03	НацКап Б03	Национальный капитал ОАО БО-03	2011-06-28			
exchange_bond	RU000A0JRKV4	Natsionalniy Kapital BO-04	НацКап Б04	Национальный капитал ОАО БО-04	2011-06-28			
exchange_bond	RU000A0JRKW2	Enel OGK-5 BO-18	ОГК-5 БО18	Энел ОГК-5 ОАО обл. БО-18	2011-06-30			
exchange_bond	RU000A0JRKY8	TK Finans BO-01	ТК Фин.БО1	ТК Финанс ООО обл.сер. БО-01	2011-07-18			
exchange_bond	RU000A0JRKZ5	TK Finans BO-02	ТК Фин.БО2	ТК Финанс ООО обл.сер. БО-02	2011-07-18			
exchange_bond	RU000A0JRL70	Rusfinans Bank BO-01	РусфинБО-1	Русфинанс Банк (ООО) БО-01	2011-07-05			
exchange_bond	RU000A0JRL88	NOVIKOMBANK BO-01	НовикомБО1	НОВИКОМБАНК АКБ ЗАО БО-01	2011-07-08			
exchange_bond	RU000A0JRLL3	Uralsib-Lizing BO-04	УрлсбЛКБО4	Лизинг.комп.УРАЛСИБ ООО БО-04	2011-07-08			
exchange_bond	RU000A0JRM04	AKB SKB BO-06	СКБбанкБО6	ОАО СКБ-банк обл. БО-06	2011-07-13			
exchange_bond	RU000A0JRM87	MMK BO-06	ММК БО-6	ММК ОАО БО-06	2011-07-15			
exchange_bond	RU000A0JRMP2	Gazprombank BO-02	ГПБ БО-02	ГПБ (ОАО) БО-02	2011-07-19			
exchange_bond	RU000A0JRMZ1	MMK BO-07	ММК БО-7	ММК ОАО БО-07	2011-07-27			
exchange_bond	RU000A0JRN11	Stroykredit BO-01	СтрКредБО1	ОАО КБ Стройкредит БО-01	2011-07-29			
exchange_bond	RU000A0JRN29	Stroykredit BO-02	СтрКредБО2	ОАО КБ Стройкредит БО-02	2011-07-29			
exchange_bond	RU000A0JRN37	OTP Bank BO-01	ОТПБанкБО1	ОТП Банк ОАО БО-01	2011-08-03			
exchange_bond	RU000A0JRN45	LSR BO-05	ЛСР БО-5	Группа ЛСР ОАО БО-05	2011-07-29			
exchange_bond	RU000A0JRN78	Globeksbank BO 06	ГлобэксБО6	ЗАО ГЛОБЭКСБАНК об.БО-6	2011-08-02			
exchange_bond	RU000A0JRN86	Globeksbank BO 04	ГлобэксБО4	ЗАО ГЛОБЭКСБАНК об.БО-4	2011-08-02			
exchange_bond	RU000A0JRNG9	Metal. kommerch. bank BO-01	МетКомБО-1	Метал.коммерч.банк ОАО БО-01	2011-08-03			
exchange_bond	RU000A0JRNR6	Miratorg Finans BO-01	МиратФБО-1	ООО Мираторг Финанс БО-01	2011-08-03			
exchange_bond	RU000A0JRNW6	KB Renessans Kredit BO-03	РенКредБО3	КБ Ренессанс КредитООО БО-03	2011-08-08			
